CA(EØ) [°];CA(EL) [°];CA(ER) [°];CA(C) [°];CA(PØ) [°];CA(PL) [°];CA(PR) [°];CA(TØ) [°];CA(TL) [°];CA(TR) [°];Volumen [µl];Ø [mm];Área de la base [mm²];Superficie de la gota [mm²];SL Tilt [°];IFT [mN/m];Fase de la gota;Fase ambiente;Sustrato;?(d) [g/cm³];?(a) [g/cm³];?? [g/cm³];X [mm];Y [mm];Inclinación [°];T(a) [°C];T(d) [°C];T(s) [°C];Presión [bar];Humedad [% HR];Tamaño de referencia [mm];Referencia [px/mm]
54,39;53,84;54,93;52,95;52,55;52,26;52,83;53,75;53,07;54,43;2,60;2,876;6,495;8,576;0,25;85,26;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,37;53,81;54,92;52,90;52,59;51,99;53,20;53,70;52,93;54,46;2,60;2,875;6,494;8,584;0,25;84,26;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,36;53,83;54,90;52,88;52,39;51,99;52,79;53,66;52,99;54,32;2,60;2,875;6,494;8,575;0,25;78,59;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,26;53,76;54,76;52,83;52,51;51,99;53,03;53,63;52,94;54,32;2,60;2,875;6,493;8,575;0,25;74,90;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,53;54,13;54,93;52,83;53,32;53,54;53,11;53,92;53,48;54,36;2,61;2,875;6,493;8,603;0,25;66,15;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,36;53,84;54,88;52,75;52,21;51,72;52,70;53,65;52,96;54,34;2,60;2,875;6,492;8,586;0,25;55,23;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,32;53,84;54,81;52,72;52,41;51,52;53,30;53,62;52,92;54,33;2,63;2,875;6,492;8,608;0,25;62,08;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,35;53,85;54,84;52,69;52,35;51,32;53,37;53,64;52,98;54,29;2,60;2,875;6,492;8,575;0,25;59,28;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,30;53,80;54,80;52,65;52,45;51,62;53,27;53,57;52,99;54,16;2,60;2,875;6,491;8,564;0,25;59,98;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,24;53,73;54,74;52,62;52,41;51,52;53,31;53,55;52,93;54,16;2,60;2,875;6,491;8,573;0,25;57,97;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,21;53,71;54,71;52,60;52,42;51,74;53,09;53,54;52,97;54,11;2,60;2,875;6,490;8,572;0,25;61,18;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,14;53,68;54,60;52,57;52,55;51,74;53,36;53,53;53,03;54,04;2,60;2,880;6,516;8,574;0,25;71,71;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,12;53,64;54,61;52,54;52,57;51,46;53,69;53,45;52,79;54,10;2,60;2,880;6,515;8,575;0,25;61,31;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,08;53,59;54,57;52,51;52,52;51,75;53,30;53,41;52,79;54,03;2,60;2,885;6,539;8,582;0,25;71,36;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,06;53,56;54,57;52,50;52,66;51,77;53,56;53,44;52,88;54,01;2,60;2,880;6,515;8,571;0,25;72,10;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,13;53,65;54,60;52,47;52,28;51,83;52,73;53,44;52,93;53,95;2,60;2,880;6,515;8,571;0,25;64,40;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,02;53,54;54,49;52,44;52,27;51,71;52,83;53,38;52,83;53,93;2,60;2,885;6,539;8,590;0,25;69,48;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,96;53,53;54,38;52,41;52,58;51,70;53,46;53,35;52,76;53,94;2,60;2,885;6,539;8,581;0,25;69,72;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,99;53,57;54,40;52,38;52,24;51,49;52,98;53,34;52,80;53,87;2,60;2,885;6,539;8,588;0,25;66,09;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,95;53,54;54,36;52,35;52,53;51,93;53,14;53,30;52,78;53,83;2,60;2,885;6,538;8,596;0,25;64,68;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,92;53,50;54,34;52,33;52,41;51,47;53,34;53,26;52,66;53,87;2,60;2,885;6,538;8,597;0,25;56,73;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,96;53,53;54,39;52,28;52,27;51,45;53,09;53,23;52,61;53,84;2,60;2,885;6,538;8,605;0,25;53,04;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
54,04;53,60;54,47;52,24;51,89;51,25;52,53;53,24;52,68;53,79;2,64;2,885;6,538;8,653;0,25;53,36;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,96;53,50;54,41;52,21;51,76;51,14;52,37;53,19;52,65;53,72;2,60;2,885;6,537;8,601;0,25;53,15;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,97;53,52;54,41;52,19;52,01;51,50;52,52;53,22;52,67;53,78;2,61;2,885;6,537;8,621;0,25;50,10;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,87;53,45;54,29;52,15;51,80;51,60;52,00;53,08;52,62;53,53;2,60;2,885;6,536;8,600;0,25;51,83;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,91;53,48;54,35;52,14;52,03;52,06;52,00;53,15;52,71;53,60;2,60;2,885;6,536;8,610;0,25;51,43;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,89;53,49;54,30;52,12;52,23;52,11;52,34;53,14;52,66;53,61;2,60;2,885;6,536;8,609;0,25;51,42;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,81;53,38;54,24;52,09;51,94;51,97;51,92;53,05;52,62;53,48;2,60;2,890;6,561;8,601;0,25;57,44;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,75;53,34;54,16;52,06;52,08;52,17;51,99;53,01;52,59;53,43;2,60;2,890;6,561;8,599;0,25;64,35;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,75;53,37;54,12;52,04;52,08;52,32;51,84;53,03;52,69;53,38;2,60;2,890;6,561;8,617;0,25;60,43;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,66;53,25;54,08;52,02;52,21;52,54;51,88;53,02;52,55;53,49;2,60;2,890;6,560;8,611;0,25;56,38;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,66;53,25;54,07;51,99;52,28;52,36;52,21;53,01;52,58;53,44;2,61;2,890;6,560;8,627;0,25;58,98;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,62;53,21;54,02;51,98;52,01;52,51;51,51;52,95;52,58;53,33;2,60;2,896;6,585;8,643;0,25;75,48;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,61;53,21;54,02;51,93;52,06;52,21;51,91;52,98;52,63;53,32;2,60;2,890;6,560;8,613;0,25;53,79;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,60;53,22;53,98;51,92;52,24;52,29;52,20;52,97;52,58;53,36;2,60;2,895;6,584;8,623;0,25;59,66;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,59;53,18;54,00;51,89;52,18;52,08;52,27;52,90;52,48;53,32;2,60;2,895;6,584;8,631;0,25;60,67;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,52;53,19;53,85;51,87;52,26;52,09;52,43;52,90;52,55;53,25;2,60;2,895;6,584;8,633;0,25;56,12;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,49;53,13;53,85;51,84;52,23;51,89;52,57;52,84;52,46;53,23;2,60;2,895;6,583;8,622;0,25;55,07;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,54;53,20;53,87;51,82;52,18;51,87;52,48;52,86;52,48;53,24;2,61;2,895;6,583;8,632;0,25;56,22;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,51;53,14;53,87;51,77;51,97;51,64;52,30;52,77;52,41;53,14;2,60;2,895;6,583;8,623;0,25;53,38;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,59;53,21;53,96;51,74;51,65;51,31;51,99;52,80;52,38;53,21;2,63;2,895;6,583;8,668;0,25;56,00;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,57;53,21;53,93;51,72;51,55;51,26;51,84;52,73;52,31;53,14;2,60;2,895;6,583;8,616;0,25;56,82;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,57;53,27;53,87;51,70;51,66;51,47;51,86;52,76;52,44;53,09;2,60;2,895;6,583;8,626;0,25;55,85;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,49;53,12;53,86;51,67;51,86;51,46;52,26;52,78;52,36;53,21;2,60;2,895;6,582;8,614;0,25;50,72;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,55;53,21;53,88;51,67;51,76;51,32;52,20;52,75;52,35;53,14;2,60;2,895;6,581;8,615;0,25;53,60;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,50;53,16;53,83;51,64;51,82;51,21;52,43;52,75;52,41;53,10;2,60;2,895;6,582;8,619;0,25;50,96;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,44;53,07;53,81;51,61;51,79;51,25;52,34;52,66;52,30;53,01;2,60;2,900;6,607;8,631;0,25;58,89;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,32;52,99;53,65;51,60;51,77;51,17;52,37;52,61;52,28;52,94;2,60;2,900;6,607;8,628;0,25;60,47;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,42;53,04;53,80;51,58;51,80;51,50;52,11;52,66;52,31;53,01;2,60;2,900;6,606;8,629;0,25;57,42;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,33;52,99;53,67;51,56;51,75;51,43;52,07;52,62;52,32;52,92;2,60;2,900;6,606;8,628;0,25;56,14;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,32;53,01;53,62;51,54;51,64;51,42;51,86;52,63;52,36;52,91;2,60;2,900;6,606;8,627;0,25;56,19;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,30;52,98;53,61;51,52;51,83;51,38;52,28;52,61;52,32;52,90;2,60;2,900;6,606;8,625;0,25;54,71;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,21;52,91;53,51;51,50;51,74;51,54;51,95;52,51;52,22;52,79;2,60;2,906;6,630;8,646;0,25;64,56;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,15;52,84;53,45;51,47;51,40;51,24;51,56;52,48;52,16;52,80;2,60;2,905;6,630;8,647;0,25;65,12;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,15;52,84;53,45;51,45;51,44;51,33;51,55;52,47;52,16;52,77;2,60;2,900;6,605;8,634;0,25;56,96;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,17;52,83;53,50;51,42;51,61;51,58;51,64;52,49;52,18;52,80;2,60;2,905;6,629;8,647;0,25;58,24;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,13;52,78;53,48;51,40;51,50;51,36;51,64;52,42;52,13;52,71;2,60;2,905;6,629;8,656;0,25;56,60;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,14;52,82;53,46;51,38;51,61;51,52;51,70;52,43;52,17;52,69;2,61;2,905;6,629;8,679;0,25;54,07;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,10;52,72;53,48;51,34;51,81;52,31;51,30;52,41;52,09;52,73;2,60;2,905;6,629;8,647;0,25;52,21;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,08;52,73;53,44;51,30;51,69;51,97;51,41;52,36;52,08;52,64;2,60;2,905;6,629;8,655;0,25;49,97;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,11;52,76;53,46;51,26;51,27;51,69;50,84;52,33;52,05;52,61;2,64;2,905;6,628;8,705;0,25;54,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,16;52,83;53,50;51,23;51,14;51,63;50,65;52,30;52,03;52,58;2,60;2,905;6,628;8,646;0,25;55,13;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,13;52,77;53,48;51,21;50,95;51,37;50,54;52,28;52,03;52,53;2,60;2,905;6,627;8,647;0,25;50,74;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,12;52,78;53,46;51,19;51,08;51,57;50,59;52,33;52,08;52,58;2,60;2,905;6,627;8,645;0,25;56,93;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,01;52,66;53,36;51,16;50,97;51,04;50,89;52,23;51,91;52,55;2,61;2,910;6,652;8,676;0,25;57,96;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
53,00;52,63;53,36;51,14;50,97;51,09;50,85;52,23;51,91;52,55;2,60;2,905;6,627;8,645;0,25;57,08;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,97;52,63;53,31;51,13;50,84;51,18;50,50;52,19;51,88;52,49;2,60;2,905;6,626;8,655;0,25;52,50;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,94;52,62;53,25;51,10;51,02;51,11;50,94;52,18;51,88;52,47;2,61;2,916;6,677;8,696;0,25;70,75;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,88;52,54;53,21;51,07;51,00;50,92;51,09;52,11;51,82;52,40;2,61;2,910;6,651;8,685;0,25;53,35;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,82;52,50;53,15;51,05;51,26;51,00;51,53;52,11;51,83;52,38;2,61;2,916;6,676;8,687;0,25;57,31;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,81;52,50;53,13;51,02;51,01;50,61;51,41;52,10;51,79;52,41;2,61;2,915;6,675;8,694;0,25;58,51;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,78;52,44;53,11;50,99;51,02;50,85;51,19;52,07;51,75;52,38;2,61;2,915;6,675;8,716;0,25;55,89;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,73;52,33;53,12;50,97;50,91;50,55;51,27;52,01;51,63;52,38;2,61;2,915;6,674;8,705;0,25;54,38;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,69;52,34;53,03;50,94;51,15;51,25;51,06;52,02;51,72;52,32;2,61;2,915;6,674;8,705;0,25;55,82;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,58;52,24;52,91;50,92;50,95;50,51;51,39;51,89;51,60;52,18;2,61;2,915;6,674;8,688;0,25;55,66;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,58;52,26;52,90;50,90;51,10;50,89;51,32;51,95;51,70;52,20;2,61;2,915;6,674;8,705;0,25;56,50;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,60;52,23;52,96;50,88;51,18;51,08;51,27;51,94;51,64;52,24;2,61;2,915;6,673;8,696;0,25;53,14;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,59;52,28;52,89;50,85;51,04;50,52;51,56;51,93;51,61;52,25;2,61;2,915;6,674;8,694;0,25;50,37;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,56;52,25;52,88;50,83;51,08;50,92;51,24;51,89;51,57;52,20;2,61;2,915;6,673;8,689;0,25;46,53;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,54;52,24;52,84;50,81;51,11;50,89;51,34;51,86;51,58;52,14;2,61;2,915;6,673;8,704;0,25;48,50;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,48;52,11;52,86;50,79;51,32;50,60;52,04;51,90;51,52;52,28;2,61;2,915;6,673;8,696;0,25;47,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,54;52,18;52,89;50,77;50,99;50,82;51,15;51,89;51,56;52,23;2,61;2,915;6,673;8,694;0,25;48,62;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,58;52,19;52,97;50,75;50,91;51,00;50,81;51,88;51,54;52,22;2,61;2,915;6,672;8,695;0,25;44,07;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,50;52,14;52,87;50,72;50,71;50,68;50,74;51,80;51,55;52,05;2,61;2,920;6,698;8,705;0,25;54,25;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,51;52,17;52,86;50,68;50,35;50,56;50,14;51,74;51,44;52,03;2,64;2,920;6,697;8,746;0,25;53,46;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,54;52,16;52,92;50,66;50,40;50,42;50,39;51,76;51,40;52,11;2,61;2,920;6,697;8,700;0,25;54,71;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,53;52,16;52,89;50,64;50,50;50,36;50,63;51,75;51,44;52,07;2,61;2,926;6,722;8,709;0,25;65,75;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,50;52,13;52,87;50,63;50,71;50,56;50,86;51,76;51,45;52,07;2,61;2,925;6,721;8,717;0,25;54,70;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,43;52,06;52,80;50,61;50,35;50,12;50,59;51,67;51,37;51,97;2,61;2,925;6,721;8,707;0,25;60,90;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,41;52,05;52,76;50,58;50,44;50,49;50,39;51,63;51,34;51,92;2,61;2,925;6,721;8,716;0,25;54,92;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,42;52,06;52,78;50,56;50,81;50,95;50,67;51,68;51,40;51,95;2,61;2,925;6,720;8,737;0,25;57,12;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,35;51,95;52,75;50,54;50,55;50,51;50,60;51,60;51,28;51,93;2,62;2,925;6,720;8,737;0,25;58,04;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,31;51,92;52,70;50,52;50,59;51,39;49,78;51,60;51,26;51,93;2,61;2,925;6,720;8,716;0,25;61,86;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,26;51,81;52,72;50,49;50,49;50,63;50,36;51,58;51,12;52,04;2,61;2,925;6,720;8,726;0,25;57,96;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,22;51,80;52,64;50,47;50,32;50,68;49,96;51,54;51,16;51,91;2,61;2,925;6,719;8,733;0,25;60,84;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,21;51,77;52,65;50,45;50,23;50,63;49,82;51,48;51,02;51,95;2,61;2,930;6,744;8,742;0,25;55,72;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,13;51,68;52,59;50,42;50,41;50,39;50,43;51,46;50,98;51,95;2,62;2,930;6,744;8,762;0,25;58,68;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,11;51,64;52,57;50,41;50,63;51,05;50,20;51,45;50,96;51,93;2,61;2,930;6,743;8,739;0,25;58,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,10;51,69;52,50;50,38;50,89;50,89;50,89;51,44;50,97;51,90;2,62;2,930;6,743;8,760;0,25;55,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,07;51,67;52,47;50,36;50,89;51,21;50,57;51,43;51,05;51,82;2,62;2,930;6,743;8,760;0,25;57,08;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
51,98;51,63;52,34;50,33;50,93;50,50;51,37;51,36;50,94;51,77;2,62;2,930;6,742;8,750;0,25;53,67;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
52,01;51,62;52,40;50,31;51,02;50,69;51,35;51,40;50,98;51,81;2,62;2,930;6,742;8,749;0,25;54,48;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
